date,year,week_num,album,artist,meta_score,user_score,crit_num,user_num,label,genres
"February 19, 2021",2021,7,Conflict Of Interest,Ghetts,95,65,7,61,Warner Records,"['Electronic', 'Rap', 'R&B', 'British Rap', 'Grime']"
"October 22, 2021",2021,42,Prioritise Pleasure,Self Esteem,92,78,12,60,Fiction,['Pop/Rock']
"August 27, 2021",2021,34,Glow On,Turnstile,92,83,13,72,Roadrunner Records,['Pop/Rock']
"July 23, 2021",2021,29,Were All Alone In This Together,Dave,92,87,11,104,N/A,['Rap']
"February 25, 2021",2021,8,Carnage,Nick Cave Warren Ellis,91,78,21,71,N/A,['Pop/Rock']
"November 12, 2021",2021,45,Red Taylors Version,Taylor Swift,91,91,16,2482,Republic,['Pop/Rock']
"October 22, 2021",2021,42,The Myth of the Happily Ever After,Biffy Clyro,91,78,8,47,Warner Records,['Pop/Rock']
"June 4, 2021",2021,22,Blue Weekend,Wolf Alice,91,89,19,270,RCA,"['Pop/Rock', 'Alternative/Indie Rock', 'Alternative Pop/Rock']"
"November 19, 2021",2021,46,Bloodmoon I,Converge,89,73,10,21,Epitaph,"['Pop/Rock', 'Alternative/Indie Rock', 'Heavy Metal', 'Doom Metal', 'Goth Metal', 'Metalcore']"
"March 26, 2021",2021,12,For Those I Love,For Those I Love,89,77,10,32,September Recordings,['Electronic']
"February 5, 2021",2021,5,Ignorance,The Weather Station,89,81,19,54,Fat Possum Records,['Pop/Rock']
"July 2, 2021",2021,26,Pink Noise,Laura Mvula,89,85,11,24,Atlantic,['R&B']
"May 7, 2021",2021,18,Bright Green Field,Squid,89,86,19,61,Warp,"['Pop/Rock', 'Alternative/Indie Rock']"
"April 9, 2021",2021,14,Theyre Calling Me Home,Rhiannon Giddens,89,60,7,4,Nonesuch,"['Bluegrass', 'Country', 'Folk', 'Neo-Traditional Folk', 'String Bands', 'Contemporary Country', 'Modern Acoustic Blues', 'Regional Blues', 'Country Blues', 'Piedmont Blues']"
"November 5, 2021",2021,44,Valentine,Snail Mail,88,84,20,59,Matador,['Pop/Rock']
